label,cluster_no
pigeonpeas,5
pigeonpeas,2
pigeonpeas,2
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,2
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,4
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,2
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,2
pigeonpeas,7
pigeonpeas,7
pigeonpeas,5
pigeonpeas,5
pigeonpeas,2
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,4
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,2
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,5
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,6
pigeonpeas,3
pigeonpeas,5
mothbeans,5
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,5
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,5
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,5
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,5
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,2
mothbeans,5
mothbeans,5
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
mungbean,2
blackgram,2
blackgram,2
blackgram,2
blackgram,6
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,6
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
blackgram,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,5
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,5
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,5
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,5
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
lentil,2
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
pomegranate,3
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
banana,0
mango,5
mango,5
mango,5
mango,6
mango,6
mango,6
mango,5
mango,5
mango,6
mango,5
mango,5
mango,5
mango,2
mango,5
mango,5
mango,5
mango,5
mango,6
mango,5
mango,5
mango,5
mango,5
mango,2
mango,6
mango,5
mango,5
mango,6
mango,2
mango,5
mango,5
mango,2
mango,2
mango,6
mango,6
mango,5
mango,2
mango,5
mango,5
mango,2
mango,5
mango,5
mango,2
mango,6
mango,5
mango,5
mango,5
mango,5
mango,6
mango,6
mango,2
mango,5
mango,5
mango,5
mango,5
mango,2
mango,5
mango,6
mango,5
mango,2
mango,2
mango,5
mango,5
mango,5
mango,2
mango,6
mango,5
mango,2
mango,5
mango,5
mango,6
mango,5
mango,5
mango,5
mango,5
mango,2
mango,6
mango,5
mango,6
mango,6
mango,6
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,5
mango,2
mango,6
mango,5
mango,5
mango,5
mango,5
mango,5
mango,2
mango,6
mango,5
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
grapes,1
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
watermelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
muskmelon,0
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
apple,1
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,6
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,6
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,6
orange,3
orange,3
orange,3
orange,6
orange,2
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,6
orange,3
orange,3
orange,3
orange,6
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,6
orange,6
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,6
orange,3
orange,6
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,6
orange,3
orange,3
orange,3
orange,3
orange,3
orange,3
orange,6
orange,6
orange,3
orange,3
orange,3
orange,6
orange,3
orange,6
orange,2
orange,3
orange,3
orange,6
orange,6
orange,6
orange,3
orange,3
orange,3
orange,3
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,7
papaya,7
papaya,6
papaya,6
papaya,2
papaya,7
papaya,2
papaya,6
papaya,6
papaya,6
papaya,6
papaya,7
papaya,6
papaya,2
papaya,6
papaya,6
papaya,7
papaya,6
papaya,7
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,2
papaya,6
papaya,2
papaya,3
papaya,6
papaya,6
papaya,7
papaya,6
papaya,7
papaya,7
papaya,7
papaya,6
papaya,6
papaya,6
papaya,6
papaya,2
papaya,6
papaya,6
papaya,2
papaya,6
papaya,7
papaya,6
papaya,3
papaya,6
papaya,0
papaya,2
papaya,6
papaya,6
papaya,7
papaya,3
papaya,6
papaya,7
papaya,0
papaya,0
papaya,2
papaya,6
papaya,2
papaya,0
papaya,6
papaya,0
papaya,6
papaya,7
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,6
papaya,0
papaya,6
papaya,2
papaya,7
papaya,7
papaya,6
papaya,6
papaya,6
papaya,6
papaya,2
papaya,0
papaya,3
papaya,6
papaya,6
papaya,7
papaya,2
papaya,6
papaya,6
papaya,6
papaya,6
papaya,7
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
coconut,3
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
cotton,0
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
jute,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
coffee,0
coffee,0
coffee,0
coffee,7
coffee,0
coffee,7
coffee,0
coffee,0
coffee,7
coffee,0
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,7
coffee,0
coffee,0
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
coffee,7
coffee,7
coffee,7
coffee,0
coffee,7
